fortune_company_id,fortune_rank,fortune_revenues,fortune_revchange,fortune_profits,fortune_prftchange,fortune_assets,fortune_mktval,fortune_rankchange1000,fortune_employees,fortune_rankchange,name,fortune_sector,fortune_industry,fortune_hqcity,fortune_hqstate,fortune_rankgain,fortune_rankdrop,fortune_newcomer,fortune_profitable,fortune_ceofounder,fortune_ceowoman,fortune_jobgrowth,fortune1000-y-n,best-company-y-n,permalink
72,174,20092.1,-6.2,746.9,-15.9,21541.5,15598.9,-38,26889,-38,carmax,retailing,"automotive retailing, services",richmond,va,no,yes,no,yes,no,no,no,no,yes,https://fortune.com/company/carmax/fortune500/
73,108,32033,1.2,12390,356.5,432381,53260.4,-9,50767,-9,capital one financial,financials,commercial banks,mclean,va,no,yes,no,yes,yes,no,no,yes,yes,https://fortune.com/company/capital-one-financial/fortune500/
74,102,35355,9.9,5921,10,47072,84738.3,-6,95000,-6,3m,chemicals,chemicals,st. paul,mn,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/3m/fortune500/
75,103,34816,8.9,3662,35.8,120466,44129.4,-5,30492,-5,travelers,financials,insurance: property and casualty (stock),new york,ny,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/travelers-cos/fortune500/
76,104,34477,20.2,1108.2,89.6,19535.5,7951.3,-2,20700,-2,arrow electronics,wholesalers,wholesalers: electronics and office equipment,centennial,co,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/arrow-electronics/fortune500/
77,106,34220.4,1.4,2399.2,-9.6,26327.4,50953,-15,163000,-15,dollar general,retailing,specialty retailers: other,goodlettsville,tn,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/dollar-general/fortune500/
78,105,34392,5.4,5542,16,64470,133381,-11,99000,-11,honeywell international,industrials,"electronics, electrical equip.",charlotte,nc,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/honeywell-international/fortune500/
79,97,36751.2,8.8,977.8,130.1,334653.8,,-7,7585,-7,northwestern mutual,financials,"insurance: life, health (mutual)",milwaukee,wi,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/northwestern-mutual/fortune500/
80,98,36483.9,81.2,6827.5,846.3,25823.1,39954,51,28800,51,nucor,materials,metals,charlotte,nc,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/nucor/fortune500/
81,100,35899.5,51.7,319.3,,383292.4,,23,10052,23,massachusetts mutual life insurance,financials,"insurance: life, health (mutual)",springfield,ma,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/massachusetts-mutual-life-insurance/fortune500/
82,96,37469.6,3.2,3300,-15.5,210676.5,,-9,37335,-9,usaa,financials,insurance: property and casualty (stock),san antonio,tx,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/usaa/fortune500/
83,99,36347,10,1706,-13.1,133013,46683.9,-7,31518,-7,exelon,energy,utilities: gas and electric,chicago,il,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/exelon/fortune500/
84,101,35667,-3.1,7005,119.7,42579,69811.9,-15,88000,-15,northrop grumman,aerospace & defense,aerospace & defense,falls church,va,no,yes,no,yes,no,yes,no,yes,no,https://fortune.com/company/northrop-grumman/fortune500/
85,95,38448,35.4,554,31.1,17576.3,,8,9941,8,chs,"food, beverages & tobacco",food production,inver grove heights,mn,yes,no,no,yes,no,no,no,yes,no,https://fortune.com/company/chs/fortune500/
86,94,38469,1.4,3257,2.8,50073,67081,-10,103100,-10,general dynamics,aerospace & defense,aerospace & defense,reston,va,no,yes,no,yes,no,yes,yes,yes,no,https://fortune.com/company/general-dynamics/fortune500/
87,93,38655,17.1,9771,26.1,94354,268769.7,,79000,,coca-cola,"food, beverages & tobacco",beverages,atlanta,ga,no,no,no,yes,no,no,no,yes,no,https://fortune.com/company/coca-cola/fortune500/
88,89,40806.9,50,4637.7,22.8,67525.6,56172.4,16,6911,16,enterprise products partners,energy,pipelines,houston,tx,yes,no,no,yes,no,no,no,yes,no,https://fortune.com/company/enterprise-products-partners/fortune500/
89,86,43075,24.5,7071,57.3,75196,208725.8,3,113000,3,abbott laboratories,health care,medical products and equipment,abbott park,il,yes,no,no,yes,no,no,yes,yes,no,https://fortune.com/company/abbott-laboratories/fortune500/
90,90,40526.4,-2.6,4060.7,627.6,698190.8,,-11,15065,-11,tiaa,financials,"insurance: life, health (mutual)",new york,ny,no,yes,no,yes,no,yes,yes,yes,no,https://fortune.com/company/tiaa/fortune500/
91,91,40479,3.6,13746,35.6,131107,220736.6,-11,132000,-11,oracle,technology,computer software,austin,tx,no,yes,no,yes,no,yes,no,yes,no,https://fortune.com/company/oracle/fortune500/
92,88,42078,80.7,60,,29978,2242.9,39,4100,39,plains gp holdings,energy,pipelines,houston,tx,yes,no,no,yes,no,no,no,no,no,https://fortune.com/company/plains-gp-holdings/fortune500/
93,87,42534.2,-21.4,116.3,-31.4,18839.6,1494.4,-29,3242,-29,stonex group,financials,diversified financials,new york,ny,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/stonex-group/fortune500/
94,82,46385,9.1,6994,,109314,155203.5,-7,32200,-7,bristol-myers squibb,health care,pharmaceuticals,new york,ny,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/bristol-myers-squibb/fortune500/
95,85,43663,14.3,8060,157.1,188548,141613,-2,64000,-2,american express,financials,diversified financials,new york,ny,no,yes,no,yes,no,no,yes,yes,yes,https://fortune.com/company/american-express/fortune500/
96,84,44024,23.9,5963,116.8,84114,127456.6,4,75550,4,deere,industrials,construction and farm machinery,moline,il,yes,no,no,yes,no,no,yes,yes,no,https://fortune.com/company/deere/fortune500/
97,83,44538,19.1,5727,125.6,37740,212779.1,2,73300,2,nike,apparel,apparel,beaverton,or,yes,no,no,yes,no,no,no,yes,no,https://fortune.com/company/nike/fortune500/
98,80,47376,13,1617.2,,278412.2,,-4,24134,-4,nationwide,financials,insurance: property and casualty (mutual),columbus,oh,no,yes,no,yes,no,no,no,yes,yes,https://fortune.com/company/nationwide/fortune500/
99,78,48200,10.1,3068,304.7,156043,,-7,45000,-7,liberty mutual insurance group,financials,insurance: property and casualty (stock),boston,ma,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/liberty-mutual-insurance-group/fortune500/
100,81,47049,8.9,3047,47.8,36309,32487.8,-8,137000,-8,tyson foods,"food, beverages & tobacco",food production,springdale,ar,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/tyson-foods/fortune500/
101,75,48550,51.1,3282.8,3528.6,28461.5,71195.3,22,340000,22,tjx,retailing,specialty retailers: apparel,framingham,ma,yes,no,no,yes,no,no,yes,yes,no,https://fortune.com/company/tjx/fortune500/
102,79,47702,11.8,3350.9,-41.3,71132.3,66670.3,-5,49077,-5,progressive,financials,insurance: property and casualty (stock),mayfield village,oh,no,yes,no,yes,no,yes,yes,yes,yes,https://fortune.com/company/progressive/fortune500/
103,76,48393.9,7.1,4412.2,11.1,31524.3,,-7,232000,-7,publix super markets,food & drug stores,food and drug stores,lakeland,fl,no,yes,no,yes,no,no,yes,yes,yes,https://fortune.com/company/publix-super-markets/fortune500/
104,77,48349,151.1,8079,,90661,129605.1,79,9900,79,conocophillips,energy,"mining, crude-oil production",houston,tx,yes,no,no,yes,no,no,yes,no,no,https://fortune.com/company/conocophillips/fortune500/
105,70,51297.8,-3,524.2,143.3,21413.5,41433.1,-10,57710,-10,sysco,wholesalers,wholesalers: food and grocery,houston,tx,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/sysco/fortune500/
106,73,50971,22.1,6489,116.4,82793,119406.6,5,107700,5,caterpillar,industrials,construction and farm machinery,deerfield,il,yes,no,no,yes,no,no,yes,yes,no,https://fortune.com/company/caterpillar/fortune500/
107,74,49818,1,10591,-5.6,97497,231636.4,-11,79500,-11,cisco systems,technology,network and other communications equipment,san jose,ca,no,yes,no,yes,no,no,yes,yes,yes,https://fortune.com/company/cisco-systems/fortune500/
108,67,52057,19,9388,,596112,50608.2,5,36600,5,american international group,financials,insurance: property and casualty (stock),new york,ny,yes,no,no,yes,no,no,no,yes,no,https://fortune.com/company/aig/fortune500/
109,69,51682,7.5,4654,44.4,142491,112803.4,-5,93700,-5,charter communications,telecommunications,telecommunications,stamford,ct,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/charter-communications/fortune500/
110,72,51198.5,9.6,277.1,,379984.6,,-5,14344,-5,new york life insurance,financials,"insurance: life, health (mutual)",new york,ny,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/new-york-life-insurance/fortune500/
111,68,51761,9.5,2454,36.5,17504,20473.2,-2,81375,-2,best buy,retailing,specialty retailers: other,richfield,mn,no,yes,no,yes,no,yes,no,yes,no,https://fortune.com/company/best-buy/fortune500/
112,65,53823,70.7,5519,665.5,62131,1113707.8,35,99290,35,tesla,motor vehicles & parts,motor vehicles & parts,austin,tx,yes,no,no,yes,yes,no,yes,yes,no,https://fortune.com/company/tesla/fortune500/
113,66,53228,18.8,1599,-71.3,99440,38553.7,4,54500,4,allstate,financials,insurance: property and casualty (stock),northbrook,il,yes,no,no,yes,no,no,yes,yes,no,https://fortune.com/company/allstate/fortune500/
114,64,54968,42.6,6311,415.2,62990,46839.7,18,35700,18,dow,chemicals,chemicals,midland,mi,yes,no,no,yes,no,no,no,yes,yes,https://fortune.com/company/dow/fortune500/
115,63,56197,22.7,11542,150,146529,286332.4,5,50000,5,abbvie,health care,pharmaceuticals,north chicago,il,yes,no,no,yes,no,no,yes,yes,yes,https://fortune.com/company/abbvie/fortune500/
116,60,62286,7.1,-4202,,138552,113058.7,-6,142000,-6,boeing,aerospace & defense,aerospace & defense,chicago,il,no,yes,no,no,no,no,yes,yes,no,https://fortune.com/company/boeing/fortune500/
117,61,61121,17.4,15034,36.7,1188140,155685.6,,74814,,morgan stanley,financials,commercial banks,new york,ny,no,no,no,yes,no,no,yes,yes,no,https://fortune.com/company/morgan-stanley/fortune500/
118,62,58752,14,6956,85.3,50742,75691.9,,244000,,hca healthcare,health care,health care: medical facilities,nashville,tn,no,no,no,yes,no,no,yes,yes,no,https://fortune.com/company/hca-holdings/fortune500/
119,59,63487,12.1,6503,128.7,38610,38237.2,-3,51000,-3,hp,technology,"computers, office equipment",palo alto,ca,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/hp/fortune500/
120,58,64388,13.8,3864,,161404,147640.9,-1,174000,-1,raytheon technologies,aerospace & defense,aerospace & defense,waltham,ma,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/raytheon-technologies/fortune500/
121,57,64989,21.5,21635,128.7,1463988,117667.6,2,43900,2,goldman sachs group,financials,commercial banks,new york,ny,yes,no,no,yes,no,no,yes,yes,no,https://fortune.com/company/goldman-sachs-group/fortune500/
122,48,74196,-6.8,-6520,-214.3,198874,100810.2,-10,168000,-10,general electric,industrials,industrial machinery,boston,ma,no,yes,no,no,no,no,no,yes,no,https://fortune.com/company/general-electric/fortune500/
123,56,65898,-0.5,12109,65.3,3025586,510.3,-9,7301,-9,freddie mac,financials,diversified financials,mclean,va,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/freddie-mac/fortune500/
124,50,71080,4.8,6554,21.2,759708,57986.5,-4,43000,-4,metlife,financials,"insurance: life, health (stock)",new york,ny,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/metlife/fortune500/
125,53,67418,3.1,1995,,203609,249718.1,-3,171000,-3,walt disney,media,entertainment,burbank,ca,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/disney/fortune500/
126,51,70934,24.4,7724,,937582,44482.2,4,40916,4,prudential financial,financials,"insurance: life, health (stock)",newark,nj,yes,no,no,yes,no,no,no,yes,no,https://fortune.com/company/prudential-financial/fortune500/
127,52,69690.4,11.6,850.2,82.3,26598,16063.7,,300000,,albertsons,food & drug stores,food and drug stores,boise,id,no,no,no,yes,no,no,yes,yes,no,https://fortune.com/company/albertsons-cos/fortune500/
128,55,67044,2.5,6315,-7.6,50873,117648.2,-6,114000,-6,lockheed martin,aerospace & defense,aerospace & defense,bethesda,md,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/lockheed-martin/fortune500/
129,54,67417,73.1,5470,,105963,34496.9,27,12558,27,energy transfer,energy,pipelines,dallas,tx,yes,no,no,yes,no,no,yes,yes,no,https://fortune.com/company/energy-transfer-equity/fortune500/
130,44,79865,-10.1,21952,98.7,2291413,105330.1,-11,221768,-11,citigroup,financials,commercial banks,new york,ny,no,yes,no,yes,no,yes,yes,yes,no,https://fortune.com/company/citigroup/fortune500/
131,46,79024,1.5,19868,-4.9,168406,202635.8,-6,121100,-6,intel,technology,semiconductors and other electronic components,santa clara,ca,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/intel/fortune500/
132,47,76118,7.3,14306,9.8,119307,366271.6,-4,101000,-4,procter & gamble,household products,household and personal products,cincinnati,oh,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/procter-gamble/fortune500/
133,45,79474,12.9,7618,7,92377,231528.2,-1,309000,-1,pepsico,"food, beverages & tobacco",food consumer products,purchase,ny,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/pepsico/fortune500/
134,43,81288,94,21979,128.6,181476,292385.3,34,79000,34,pfizer,health care,pharmaceuticals,new york,ny,yes,no,no,yes,no,no,yes,yes,no,https://fortune.com/company/pfizer/fortune500/
135,41,82407,2.6,21548,552.8,1948068,184225,-4,247848,-4,wells fargo,financials,commercial banks,san francisco,ca,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/wells-fargo/fortune500/
136,42,82224.7,4.2,1280.9,-65.7,325349.3,,-3,53586,-3,state farm insurance,financials,insurance: property and casualty (mutual),bloomington,il,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/state-farm-insurance-cos/fortune500/
137,39,83959,21.3,5231,306.8,82777,59971.3,6,484000,6,fedex,transportation,"mail, package, and freight delivery",memphis,tn,yes,no,no,yes,yes,no,no,yes,yes,https://fortune.com/company/fedex/fortune500/
138,40,83064,7.7,2933,-12.9,44358,55154.9,1,95500,1,humana,health care,health care: insurance and managed care,louisville,ky,yes,no,no,yes,no,no,yes,yes,no,https://fortune.com/company/humana/fortune500/
139,38,85249,32.5,2709,52.9,56136,50769.2,13,39979,13,archer daniels midland,"food, beverages & tobacco",food production,chicago,il,yes,no,no,yes,no,no,yes,yes,no,https://fortune.com/company/archer-daniels-midland/fortune500/
140,36,93851,0.1,31978,78.7,3169495,332433.3,-7,208248,-7,bank of america,financials,commercial banks,charlotte,nc,no,yes,no,yes,no,no,no,yes,yes,https://fortune.com/company/bank-of-america-corp/fortune500/
141,37,93775,13.6,20878,41.9,182018,466046.7,-1,141700,-1,johnson & johnson,health care,pharmaceuticals,new brunswick,nj,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/johnson-johnson/fortune500/
142,35,96250,7.4,8442,44.7,44640,133761.1,-4,270000,-4,lowe's,retailing,specialty retailers: other,mooresville,nc,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/lowes/fortune500/
143,34,97287,15,12890,859.8,69405,186816.6,1,400945,1,united parcel service,transportation,"mail, package, and freight delivery",atlanta,ga,yes,no,no,yes,no,yes,no,yes,no,https://fortune.com/company/ups/fortune500/
144,33,101543,-4.6,22176,87.9,4229166,909.1,-8,7400,-8,fannie mae,financials,diversified financials,washington,dc,no,yes,no,yes,no,yes,no,yes,no,https://fortune.com/company/fannie-mae/fortune500/
145,29,114852,75.4,1317,,55594,41561,19,14000,19,phillips 66,energy,petroleum refining,houston,tx,yes,no,no,yes,no,no,no,yes,no,https://fortune.com/company/phillips/fortune500/
146,28,116385,12.4,14159,34.4,275905,212245.8,-2,189000,-2,comcast,telecommunications,telecommunications,philadelphia,pa,no,yes,no,yes,no,no,yes,yes,yes,https://fortune.com/company/comcast/fortune500/
147,30,108332,80.2,930,,57888,41572.2,23,9804,23,valero energy,energy,petroleum refining,san antonio,tx,yes,no,no,yes,no,no,no,yes,no,https://fortune.com/company/valero-energy/fortune500/
148,31,106995,13.6,5563,71.2,92735,38164.4,-3,133000,-3,dell technologies,technology,"computers, office equipment",round rock,tx,no,yes,no,yes,yes,no,no,yes,no,https://fortune.com/company/dell-technologies/fortune500/
149,32,106005,13.3,6946,59,53811,98134.4,-2,450000,-2,target,retailing,general merchandisers,minneapolis,mn,no,yes,no,yes,no,no,yes,yes,yes,https://fortune.com/company/target/fortune500/
150,22,136341,7.2,17937,,257035,67958.2,-1,183000,-1,ford motor,motor vehicles & parts,motor vehicles & parts,dearborn,mi,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/ford-motor/fortune500/
151,24,127202,-1.8,48334,65.9,3743567,402526.9,-5,271025,-5,jpmorgan chase,financials,commercial banks,new york,ny,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/jpmorgan-chase/fortune500/
152,25,127004,3.7,10019,55.9,244718,63555.2,-3,157000,-3,general motors,motor vehicles & parts,motor vehicles & parts,detroit,mi,no,yes,no,yes,no,yes,yes,yes,no,https://fortune.com/company/general-motors/fortune500/
153,23,133613,4.1,22065,24,366596,213837.1,-3,118400,-3,verizon communications,telecommunications,telecommunications,new york,ny,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/verizon/fortune500/
154,19,141032,58.5,9738,,85373,47758.1,13,17700,13,marathon petroleum,energy,petroleum refining,findlay,oh,yes,no,no,yes,no,no,no,yes,no,https://fortune.com/company/marathon-petroleum/fortune500/
155,21,137888,4.1,1655,-36,49086,41496.2,-4,420000,-4,kroger,food & drug stores,food and drug stores,cincinnati,oh,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/kroger/fortune500/
156,20,138639,13.8,6104,33.5,97460,118533.5,3,98200,3,elevance health,health care,health care: insurance and managed care,indianapolis,in,yes,no,no,yes,no,yes,yes,yes,yes,https://fortune.com/company/elevance-health/fortune500/
157,26,125982,13.4,1347,-25.5,78375,49072.2,-2,72500,-2,centene,health care,health care: insurance and managed care,st. louis,mo,no,yes,no,yes,no,yes,yes,yes,no,https://fortune.com/company/centene/fortune500/
158,27,117929,37.2,39370,35.1,165987,605251,7,71970,7,meta platforms,technology,internet services and retailing,menlo park,ca,yes,no,no,yes,yes,no,yes,yes,no,https://fortune.com/company/facebook/fortune500/
159,13,168864,-1.7,20081,,551622,169262.4,-2,202600,-2,at&t,telecommunications,telecommunications,dallas,tx,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/att/fortune500/
160,16,162465,71.6,15625,,239535,317120.1,11,42595,11,chevron,energy,petroleum refining,san ramon,ca,yes,no,no,yes,no,no,no,yes,no,https://fortune.com/company/chevron/fortune500/
161,15,162467,6.2,611,,44453,15709.4,-1,46827,-1,cardinal health,health care,wholesalers: health care,dublin,oh,no,yes,no,yes,no,no,no,yes,no,https://fortune.com/company/cardinal-health/fortune500/
162,18,148579,6.5,2542,457.5,81285,38671.1,-2,258500,-2,walgreens boots alliance,food & drug stores,food and drug stores,deerfield,il,no,yes,no,yes,no,yes,no,yes,no,https://fortune.com/company/walgreens-boots-alliance/fortune500/
163,14,168088,17.5,61271,38.4,333779,2311358.9,1,181000,1,microsoft,technology,computer software,redmond,wa,yes,no,no,yes,no,no,yes,yes,no,https://fortune.com/company/microsoft/fortune500/
164,17,151157,14.4,16433,27.7,71876,309312.6,1,490600,1,home depot,retailing,specialty retailers: other,atlanta,ga,yes,no,no,yes,no,no,no,yes,no,https://fortune.com/company/home-depot/fortune500/
165,6,285640,57.4,23040,,338923,349652.4,4,63000,4,exxon mobil,energy,petroleum refining,irving,tx,yes,no,no,yes,no,no,no,yes,no,https://fortune.com/company/exxon-mobil/fortune500/
166,7,276094,12.5,89795,111.2,958784,779542.3,-1,372000,-1,berkshire hathaway,financials,insurance: property and casualty (stock),omaha,ne,no,yes,no,yes,no,no,yes,yes,no,https://fortune.com/company/berkshire-hathaway/fortune500/
